4471
834	10	6
2714	104	6
2634	187	8
822	30	7
2867	558	8
711	ETO	24
2795	KILLER	6
2868	NH	8
606	NMD	9
712	PDC	27
336	一万	9
1977	一下子	6
2190	一两	5
1285	一代	8
343	一会儿	36
1581	一侧	14
447	一切都是	15
1696	一千	17
114	一半	20
1818	一口气	8
1543	一句话	24
351	一块	42
1020	一大	14
1379	一家	9
578	一小	18
1741	一手	5
2153	一无所知	5
1517	一时间	8
169	一模一样	7
463	一段时间	12
973	一点儿	13
2155	一片空白	7
909	一生	16
1294	一百	25
2737	一百万	8
1286	一百二十	5
1502	一眼	31
1440	一瞬间	5
2767	一端	5
370	一类	7
2099	一级	6
520	一缕缕	5
1582	一行	7
1589	一角	9
1630	一路上	9
1862	一身	5
767	一辈子	6
97	一道	20
78	一部分	78
280	一阵	41
835	丁仪	80
2601	丁博士	5
2848	丁老	12
2667	七十	5
2100	丈夫	6
1057	三十	28
823	三千	5
2775	三大	18
607	三百	9
824	三维	7
1154	上世纪	11
921	上午	6
683	上尉	7
1913	上帝	25
1637	上方	18
1796	上校	7
1333	上次	14
547	上级	15
768	上网	6
2373	上车	5
1943	下午	7
1729	下场	5
926	下床	5
87	下方	8
579	下水	5
1638	下车	10
1224	不以为然	6
1544	不信	5
1360	不停	9
951	不具备	5
316	不到	56
2399	不动声色	5
2565	不受	5
438	不可思议	12
187	不在	9
259	不太可能	5
533	不好	10
232	不安	5
769	不感兴趣	6
141	不懂	5
1295	不知	21
1384	不行	30
1072	不解	6
213	不远	7
554	不长	5
1773	与会者	19
188	专业	19
836	专家	14
1646	专机	5
941	专用	5
17	世界	259
1114	世纪	116
2058	东方	113
337	丝	15
1545	丝毫	16
1587	两三	7
1058	两侧	9
1697	两千	14
2208	两手	5
105	两端	5
2193	严密	5
1033	严寒	5
2543	严峻	6
1403	严肃	8
1445	严酷	6
733	中国	17
1891	中央	12
1487	中年人	6
694	中心	30
1801	中所	9
1961	中断	6
2318	中校	21
608	中止	10
3	中的	246
896	中都	6
1994	临时	5
1076	为基础	5
362	主	57
1161	主义	20
2455	主义者	7
2228	主人	10
2266	主任	19
2547	主力	5
2555	主力舰	6
770	主席	68
2029	主席台	14
853	主流	10
2384	举动	6
1368	举起	11
1819	之上	10
503	之中	24
2411	之内	8
2536	之处	7
423	之外	31
88	之间	64
2006	之际	9
1115	乐观	5
2598	乘员	5
771	也许	67
1382	习惯	10
440	书	8
1452	买了	5
1034	乱	7
1676	事业	8
2377	事件	8
713	事儿	54
1815	事实	23
964	事实上	13
223	事情	56
464	二十	31
2080	二十一	13
2081	二十万	7
2670	二十世纪	7
2146	二百	18
43	云	14
2835	云中	6
2282	云团	12
1018	互联网	5
1845	五万	5
1116	五十	18
2082	五千	10
2337	五百	7
2401	井上宏	5
2836	井上明	11
2040	亚洲	34
1474	交待	5
1616	交接	5
79	交流	53
876	交给	6
1503	交通事故	7
344	交错	8
741	享受	13
1957	亮	20
2185	亮度	11
1997	亮点	7
1590	亮着	8
1907	亮起	7
2383	亲爱的	15
2694	人体	5
1287	人口	7
1077	人员	31
662	人工	5
2497	人工智能	5
1225	人物	10
742	人生	14
226	人类	276
1171	人类文明	26
2637	人群	21
1995	人选	5
170	亿	13
1222	什么事	7
347	仅有	7
1987	介绍	15
2075	从容	6
1949	从未有过	11
368	仔细	23
1236	他妈	7
1619	他妈的	10
942	他用	11
818	代	10
2439	代价	6
1460	代表	94
2641	代言人	7
618	令	43
1782	令人	12
2487	仪器	5
1319	仰望	7
1314	价格	5
1007	任何人	7
2267	任命	7
2445	份	8
233	仿佛	70
2864	企业	6
2315	伊甸园	24
2172	休息	13
2007	众人	6
1802	优势	5
2659	会上	6
1097	会场	47
1064	会议	79
1853	伞	14
2751	传到	5
2519	传回	9
585	传来	15
1791	传统	17
2521	传输	7
383	传达	8
1002	传递	6
2236	伤害	10
2710	伪	7
452	伪装	9
1117	估计	8
1369	伸出	13
910	伸手	11
1374	伽	34
2350	伽马射线	5
1955	但有	7
2229	但要	5
566	位	80
2677	位于	10
345	位置	94
707	低	31
1958	低声	16
1499	低头	9
2766	低谷	27
743	住	21
877	住在	9
2625	住处	6
0	体	207
317	体会	9
1078	体积	9
2577	体系	6
2234	余生	7
1866	作响	6
1079	作战	19
854	作用	29
1854	使劲	5
1004	使命	38
1250	依次	12
1195	俄罗斯	6
2136	保卫	8
2494	保存	11
487	保护	18
1721	保持沉默	5
1373	保留	5
1342	保证	24
1006	信	10
814	信不信	6
2660	信仰	10
420	信任	5
958	信号	25
1692	信心	17
2240	信念	55
115	信息	80
548	俩	5
1841	修改	5
1251	倍	31
2853	倍数	8
1920	倒计时	6
965	借助	13
2490	值班	5
2083	倾向	7
1665	倾斜	5
536	假	7
202	假设	10
837	做出	45
2582	做好	8
1416	做法	7
1480	停	26
1155	停下	9
80	停止	30
1693	停泊	7
1008	停顿	5
44	偶然	7
1411	傻	9
364	像是	62
744	儿子	19
365	元素	5
1363	充满	27
2161	充满着	8
1504	先是	12
1196	先进	10
2488	光亮	7
481	光年	29
2263	光明	6
1320	光晕	7
2854	光洁	7
45	光滑	24
2588	光点	8
2101	光环	8
897	光线	12
1059	光芒	44
2283	光速	19
772	入侵	11
2500	入口	7
927	全	18
1291	全世界	23
1197	全人类	18
2847	全反射	5
1180	全封闭	5
2102	全息	22
2338	全新	5
1198	全球	12
2815	全舰	6
441	全透明	6
2689	八十	7
855	公众	19
1199	公司	5
2020	公布	12
1200	公开	7
1730	公正	7
2141	公民	22
263	公理	22
1929	公路	15
2084	公里	59
1631	关上	9
773	关心	8
1201	关注	6
81	关系	27
1466	关键	21
2070	关闭	13
680	兴奋	24
214	兴趣	14
1992	其他人	11
2530	其间	7
2085	具备	7
1797	典型	5
674	兹	14
234	内容	24
943	内部	37
1737	再一	9
1546	再也	12
2739	再往	7
2210	冒险	7
1830	写	17
1098	军	19
1784	军中	12
1689	军事	11
1128	军人	35
1780	军委	5
619	军官	61
1060	军徽	6
714	军方	12
1065	军种	16
2132	军衔	5
1066	军装	11
1792	军队	23
1904	冬天	7
1296	冬眠	115
2252	冯	9
1021	冰冷	9
1963	冲出	5
1820	冲击	14
774	决策	7
775	决议	19
371	冷	11
2584	冷却	5
1129	冷酷	7
1751	冷静	16
2201	冷静下来	7
1280	冻结	6
1421	凄惨	5
2330	准确	6
1635	减速	38
1523	凑近	5
318	凝视	6
2465	凝视着	5
264	几何	5
2178	凶手	14
1527	出发	8
1415	出口	7
2704	击中	16
2653	击中目标	6
1684	击沉	5
2622	击穿	10
825	分	11
2776	分为	6
2142	分之一	15
2103	分子	7
203	分布	6
281	分成	7
1338	分支	5
776	分析	27
1392	分离	5
1202	分裂	5
2621	分辨	6
544	分量	6
465	分钟	40
2524	划痕	5
4	刚刚	41
734	刚来	5
307	创立	5
1842	创造	18
1011	初步	8
63	判断	27
2086	利用	8
2306	别墅	10
537	到时候	8
2379	到来	12
730	到达	55
1150	制定	14
1263	制止	28
856	制造	22
2523	刷子	9
282	刻	10
1993	前往	7
1172	前提	5
98	前方	24
2008	前行	6
2794	前辈	12
2656	剧烈	9
1145	剩下	24
777	副	18
2837	副舰长	10
2746	力	6
1099	力量	43
778	劝	5
1647	办公室	15
1481	办公桌	5
1722	办法	32
2629	功率	12
2087	功能	10
2030	加剧	6
2687	加工	6
2249	加快	5
1292	加速	55
2612	加速度	10
319	动	11
1852	动作	11
2593	动力	7
2569	动态	8
2806	动能	5
488	努力	32
1249	劲儿	5
1427	包	5
283	包括	49
1366	化	5
2506	化为	5
2290	化学	10
779	北京	7
504	北海	282
609	北美	16
2731	区	8
401	区别	7
969	区域	19
2715	医学部	11
1965	医生	29
838	医院	8
2447	十万	8
1073	十五	9
2747	十亿	7
2137	十倍	6
819	十几	10
1346	升起	14
2755	半个世纪	5
1715	半天	12
2471	华北平原	6
2218	协助	5
2104	协调	6
1242	博士	83
2199	占	6
1827	占据	6
2486	卢浮宫	10
2138	卫星	14
106	印象	13
482	危机	46
148	危险	33
5	却是	11
1275	历史	44
1969	压	6
1226	压低	5
2664	厘米	5
320	原	14
1514	原则	19
839	原因	38
171	原始	9
2372	原始人	5
2355	原子	16
2371	原子核	7
1554	原谅	5
840	去世	6
1706	去哪儿	6
642	去年	6
944	参加	20
254	参数	13
2219	参谋部	6
2802	参谋长	5
284	又是	6
321	双	10
724	双手	16
1026	双眼	25
1457	反	18
2139	反复	9
1271	反对	6
643	反射	17
780	反正	16
887	发	12
2707	发光	14
142	发出	85
1591	发动	6
1100	发动机	38
610	发射	38
1173	发展	35
2160	发布	7
46	发现	139
30	发生	92
1757	发着	11
826	发言	12
959	发送	14
1356	取	8
937	取出	10
663	受	6
2712	受试者	11
935	变	10
1297	变化	34
993	变形	14
586	变得	62
1916	变态	6
2840	叛逃	5
1500	口	19
2838	口令	8
521	古代	13
2230	古典	7
522	古老	15
563	句	31
1414	句话	18
1910	只剩	8
2119	只好	12
2215	只想	5
567	只能	98
2515	只需	9
545	可不	5
1400	可不是	5
1264	可怕	6
461	可惜	5
2289	可控	13
781	可笑	12
2269	可能性	14
398	可见光	9
1723	可靠	6
1162	台	16
2049	台上	5
1491	史强	140
1227	史晓明	24
164	叶	9
2768	叶子	7
235	叶文	13
2614	叶文洁	9
2842	司令	24
505	司令官	18
574	司令部	6
149	叹息	11
2256	吃力	10
297	吃惊	23
1404	各国	18
2186	合格	9
1811	合适	6
369	同义词	10
2120	同事	6
986	同志	28
996	同志们	10
1412	同意	9
1393	同步	11
735	名字	18
2059	名称	9
1237	后代	6
987	后果	6
1501	吐出	7
47	向上	16
116	向下	11
2009	向前	26
1750	向外走	5
2600	向太空	9
2124	吞噬	6
1035	吞没	5
1203	否决	5
687	吨	8
1698	吨级	6
372	含义	22
873	听到	73
1947	听完	5
1556	听懂	5
2389	听证会	20
1142	听说	7
938	启动	21
506	吴	21
489	吴岳	31
1561	吸收	8
227	呈现出	8
745	告诉他	6
2268	员	6
1027	周文王	7
1592	味道	6
1653	呼叫	7
2072	呼吸	10
2753	呼唤	5
1431	命	10
580	命令	20
2073	命运	10
2711	命题	34
2756	和平	6
2532	咒语	30
1617	咨询	6
2787	咨询员	8
2118	哈勃	21
2567	哈哈哈哈	5
568	响	9
1528	响起	17
945	哭	7
490	唐	19
285	唯一	52
2473	善意	11
1036	喊	9
1037	喊道	10
1877	喝	13
1139	喝酒	6
587	喷出	7
2691	喷射	9
888	嘴	7
384	器官	7
2391	噩梦	5
1337	四下	14
746	四十	7
2191	四周	11
817	四百	10
832	回	20
1234	回事	6
215	回到	41
889	回去	24
1639	回头	15
117	回家	5
1428	回忆	12
424	回来	22
960	回答	53
255	因素	11
588	团	21
360	困难	20
1998	围	6
1870	围着	6
2665	围绕	9
2720	固化	6
1385	固定	9
715	国家	41
2464	国画	7
644	国际	45
1163	国际法	5
2539	图	14
322	图像	60
300	图景	10
323	圆	9
589	圆柱体	7
2590	圆柱形	5
118	圈	20
955	圣经	6
399	在内	19
1118	在场	5
1308	在意	12
997	在精神上	5
725	地上	19
590	地下	38
2818	地下城	10
898	地下室	9
1204	地位	15
1951	地区	8
620	地图	6
1038	地坐	6
2635	地层	7
2245	地平线	7
167	地方	96
1666	地板	11
1887	地点	5
2558	地狱	8
348	地球	227
48	地面	57
1205	场	22
1795	场上	10
857	场合	5
1367	坐	28
1067	坐下	20
726	坐到	12
1468	坐在	38
2518	坐标	5
1090	坐着	7
286	坑	7
1022	块	16
2205	坚固	6
984	坚定	17
49	坚硬	12
2742	坠入	7
324	坠落	9
591	埋	8
747	城市	50
2820	城里	6
287	基因	7
2493	基地	27
2666	基座	6
1080	基础	24
265	基础上	9
2287	基础理论	5
1223	基金	5
274	堆	18
2676	墓碑	18
1469	墙	11
1562	墙上	13
621	墙壁	15
1492	墙角	5
1980	增加	12
99	增强	7
2544	增援	11
269	增长	8
2253	墨子	7
980	壁	27
1888	壁炉	25
1588	士兵	15
1156	声	51
2197	声明	6
716	声称	5
143	声音	86
1267	处	33
89	处于	101
1533	夕阳	12
2803	外围	8
2718	外壳	5
1174	外太空	8
1558	外形	10
1119	外星	9
1365	外星人	9
395	外界	27
1758	外部	20
689	外面	62
1625	多久	5
581	多年	32
1370	多种	8
890	多长时间	12
1321	夜	10
1753	夜空	21
410	夜色	11
1867	夜里	8
2583	夜雨	5
2646	大些	5
2866	大会	7
1593	大厅	20
1023	大厦	6
2365	大喊	7
1206	大国	8
1347	大圆	6
6	大地	16
1101	大型	6
2196	大声	9
181	大学	5
1228	大小	31
2462	大屏幕	6
1812	大校	6
2451	大气	11
2344	大气层	17
1930	大片	7
809	大笑	7
396	大脑	31
1120	大规模	9
961	大部分	40
2416	大门	6
2476	天上	7
2420	天体	5
1846	天使	18
2397	天后	6
2475	天堂	7
2278	天文单位	12
2513	天文学家	9
2662	天梯	5
1922	天真	6
50	天空	53
2425	天线	8
1371	天花板	18
1028	天边	6
1181	太多	11
812	太大	14
352	太平洋	5
592	太空	261
1121	太空战	9
2542	太远	7
2432	太长	6
31	太阳	134
483	太阳系	95
1039	失控	9
1731	失效	6
1547	失望	15
