12321
4727	00	47
4937	000	63
6712	05	7
245	10	399
1448	100	145
4172	1000	44
2596	101	7
6255	102	5
7094	1050	6
3037	10月	24
2529	11	79
6363	110	8
3038	11月	13
110	12	130
1855	120	43
6950	1200	6
4156	123	5
6474	1234	6
2106	12月	21
2775	13	36
6910	130	6
889	14	52
64	15	181
6178	150	38
4905	1500	18
1263	16	55
6664	160	7
1533	17	40
7044	1739	6
2107	18	53
1298	180	12
2261	19	22
65	1月	11
707	20	243
2755	200	102
3004	2000	38
2358	2002	9
3464	2004	8
6680	2006	7
2508	2008	8
5443	201	9
3816	21	27
6583	210	5
6563	2100	5
6200	22	16
2359	23	18
567	24	55
3206	25	105
5569	250	23
6952	2500	12
7058	256	5
3114	26	12
6806	260	10
4050	261	6
2047	27	20
6464	28	13
5973	29	15
6308	2月	5
28	30	246
5449	300	49
3005	3000	29
7045	308	6
6001	31	7
3182	32	22
6649	320	5
6117	325	6
2805	34	7
6863	345	5
4707	35	24
5908	350	9
6699	36	20
5890	37	6
3287	38	9
7027	39	7
4669	3月	11
1986	40	84
767	400	32
4286	4000	13
6666	401	6
2066	41	7
4624	42	15
6238	43	5
7028	44	5
3288	45	43
6899	48	10
66	4月	30
649	50	153
2220	500	70
6323	5000	23
6983	507	9
6894	513	5
5169	55	12
6084	555	15
5873	56	8
3842	58	5
6696	59	6
890	5月	20
1473	60	47
6672	600	16
6461	6000	6
7046	626	6
6947	64	7
5340	65	12
6641	6月	10
984	70	32
6387	700	10
6637	72	6
985	75	28
6438	750	5
1713	78	6
4390	7月	26
4071	80	50
4173	800	24
1426	8000	7
5573	82	5
4145	84	5
6002	85	10
7083	850	8
234	86	7
6027	87	8
2033	88	5
2581	8月	13
2034	90	39
4607	900	10
6119	911	9
3484	95	21
5661	98	7
5138	9月	25
1474	Cds	5
3548	DJ	7
5144	DVD	8
7081	EDD	7
5606	ETV	6
3083	Excel	7
2090	Femi	5
1416	IBM	15
4991	MP	8
4789	MSN	6
3150	NBA	8
2807	NYU	5
2402	PCC	7
5331	RIB	70
6564	VISA	17
6523	Word	5
6067	XYZ	12
3965	Xi	6
170	com	24
6187	mp	6
5936	ok	6
2160	t恤	14
6237	www	8
67	。。。	31
3370	一万	7
2352	一两	51
4992	一代	6
616	一会儿	174
6866	一侧	8
5317	一共	68
2333	一切都在	11
2467	一切都是	24
2330	一切顺利	23
3773	一刻	13
2252	一千	21
1841	一半	58
6738	一双鞋	9
1769	一口气	5
3474	一句话	5
4596	一只猫	10
3212	一团糟	17
768	一块	71
3444	一大	45
4294	一大笔钱	41
1178	一头	17
285	一定会	55
586	一家	338
2449	一对	25
3045	一对一	6
3006	一小	17
3839	一年前	8
831	一整天	70
2953	一无所知	21
5898	一日游	5
4403	一早	5
4108	一月	6
6124	一期	5
5230	一束花	5
5248	一条线	7
5204	一桶	6
3354	一楼	27
2904	一次性	7
485	一段时间	107
3024	一流	14
3767	一生	15
2334	一生中	20
402	一百	31
2269	一百万	11
2905	一眼	11
708	一秒钟	5
4151	一程	15
3564	一窍不通	5
2965	一等奖	6
5827	一箱	8
1093	一系列	20
6510	一级	5
6689	一罐	7
2556	一般来说	36
246	一节课	11
5057	一英里	7
6207	一行	7
709	一见钟情	20
3725	一言为定	12
6109	一起来	7
1514	一路	11
6246	一路顺风	5
1745	一辈子	9
2248	一道	17
3712	一道菜	7
1534	一部分	94
6232	一针	5
1942	一阵子	8
6006	一餐	7
6859	丁	8
5761	七月	5
2672	七点钟	18
6829	万事达卡	17
5399	万分	6
3740	万圣节	6
135	丈夫	142
6456	三件套	7
215	三十	57
6888	三千	6
3529	三四	12
2711	三学	10
1702	三明治	28
2331	三月	8
5406	三百	7
3465	上个月	58
2879	上交	8
5813	上会	10
247	上午	92
5642	上司	7
136	上周	174
5426	上周五	6
1606	上周末	21
2216	上夜班	5
263	上学	68
111	上市	10
769	上帝	72
5104	上床睡觉	12
770	上当	7
4404	上映	14
0	上次	83
1054	上海	67
2152	上涨	23
2791	上演	17
216	上班	89
3492	上瘾	11
2557	上网	46
4843	上船	6
6877	上菜	5
4782	上衣	5
248	上课	64
4254	上路	9
1746	上车	43
2035	上过	25
5397	下一场	6
6964	下一站	9
235	下个月	57
486	下午	401
2694	下周一	51
3379	下周日	9
2712	下学期	14
623	下定决心	28
5034	下山	5
3326	下巴	8
2099	下得	9
382	下棋	14
2564	下次	161
2100	下班	72
2809	下着	8
5944	下跌	7
5408	下车	73
3929	下车时	5
3104	下载	25
3727	下降	29
555	下雨	79
1660	下雪	17
3228	不一定	14
3752	不久前	9
137	不仅如此	6
1094	不介意	160
4023	不便	22
1276	不停	27
4679	不先	8
5857	不关	5
2986	不利	7
389	不到	189
6016	不动	5
2906	不及	51
2766	不及格	21
2206	不可思议	23
1535	不可或缺	7
2907	不可避免	12
2987	不吃	27
6022	不合理	5
1406	不在	155
2819	不在乎	44
3057	不坏	11
832	不太好	91
1	不好	198
328	不好意思	196
710	不安	18
1734	不对劲	11
5918	不属于	6
1632	不幸	87
4793	不必要	8
4020	不忙	8
5585	不忠	8
5925	不急	6
4360	不怪	7
3637	不感兴趣	31
5535	不愿	14
4467	不懂	8
423	不成问题	35
6971	不收	8
390	不敢相信	82
6096	不方便	8
5617	不早了	12
4111	不明智	9
954	不是故意	20
6033	不来	8
1013	不用说	13
3001	不知	7
3115	不礼貌	16
4790	不禁	5
2335	不算	41
1770	不累	7
1397	不耐烦	5
6779	不肯	5
3683	不胜感激	21
5354	不能同意	15
1575	不能接受	21
6322	不良	9
383	不行	145
5592	不见	14
1095	不让	12
802	不诚实	14
3510	不该	8
1503	不说	23
4121	不贵	17
4878	不起作用	14
5257	不足以	8
1370	不远	43
3776	不适	5
5980	不通	9
4621	不难	18
5576	与众不同	8
4691	丑	7
711	专业	117
1607	专业人士	12
1039	专业技能	7
6404	专业知识	6
3841	专为	5
1096	专家	42
506	专心	5
2833	专栏	7
4675	专栏作家	5
3431	专注	20
2161	专辑	8
